,Date,Type,Price,Size,Amount,Balance,Return
39,2020-07-16 00:00:00+00:00,SELL,233.6408843994141,192.30789864125262,0.8230918109028305,2269.283599844281,-0.052820076697881115
40,2020-08-31 00:00:00+00:00,BUY,435.0797424316406,214.08129568686823,0.4920507088893124,2055.202304157413,
41,2020-09-03 00:00:00+00:00,SELL,385.67193603515625,189.77014952481218,0.4920507088893124,2244.972453682225,-0.11356034670873535
42,2020-10-11 00:00:00+00:00,BUY,375.1420593261719,181.4057497168406,0.48356547928185023,2063.5667039653845,
43,2020-11-06 00:00:00+00:00,SELL,454.71929931640625,219.8865559126451,0.48356547928185023,2283.4532598780297,0.212125614848867
44,2021-03-09 00:00:00+00:00,BUY,1868.048828125,201.18698164972255,0.10769899513368618,2082.2662782283073,
45,2021-03-12 00:00:00+00:00,SELL,1772.1024169921875,190.8536495840351,0.10769899513368618,2273.119927812342,-0.0513618325646852
46,2021-03-30 00:00:00+00:00,BUY,1846.03369140625,184.03331772933348,0.09969120205446669,2089.086610083009,
47,2021-04-13 00:00:00+00:00,SELL,2299.187744140625,229.2087899622765,0.09969120205446669,2318.2954000452855,0.24547442164458907
48,2021-07-06 00:00:00+00:00,BUY,2324.679443359375,153.83159247655908,0.06617324935529964,2164.463807568726,
49,2021-07-08 00:00:00+00:00,SELL,2120.0263671875,140.28903343570846,0.06617324935529964,2304.7528410044347,-0.08803496617844764
50,2021-07-25 00:00:00+00:00,BUY,2191.373779296875,171.93678911074716,0.07846073122491903,2132.8160518936875,
51,2021-08-04 00:00:00+00:00,SELL,2724.619873046875,213.7756675492039,0.07846073122491903,2346.591719442891,0.24333872148506658
52,2021-09-16 00:00:00+00:00,BUY,3571.294921875,167.79382731622638,0.046984029879036514,2178.797892126665,
53,2021-09-19 00:00:00+00:00,SELL,3329.447998046875,156.43088422093268,0.046984029879036514,2335.2287763475974,-0.0677196728690082
54,2021-10-04 00:00:00+00:00,BUY,3380.089111328125,169.77141981751183,0.05022690651809597,2165.4573565300857,
55,2021-10-20 00:00:00+00:00,SELL,4155.9921875,208.74263109149967,0.05022690651809597,2374.1999876215855,0.22955107117486678
56,2021-12-02 00:00:00+00:00,BUY,4511.30224609375,166.56199309927797,0.036921044969554145,2207.6379945223075,
57,2021-12-03 00:00:00+00:00,SELL,4220.7060546875,155.83287804838665,0.036921044969554145,2363.470872570694,-0.06441514568390352
58,2022-02-07 00:00:00+00:00,BUY,3142.470703125,183.6849365904428,0.05845239429210241,2179.7859359802515,
59,2022-02-11 00:00:00+00:00,SELL,2927.383544921875,171.11257721198592,0.05845239429210241,2350.8985131922373,-0.068445238960934
60,2022-03-18 00:00:00+00:00,BUY,2945.343017578125,188.43902168398324,0.06397863357828233,2162.459491508254,
61,2022-04-11 00:00:00+00:00,SELL,2981.05224609375,190.72364933054754,0.06397863357828233,2353.1831408388016,0.012123962574989794
62,2022-07-09 00:00:00+00:00,BUY,1216.978271484375,129.47003060123225,0.1063864767637263,2223.7131102375693,
63,2022-07-11 00:00:00+00:00,SELL,1097.236572265625,116.73113309964761,0.1063864767637263,2340.444243337217,-0.09839263528731568
64,2022-07-16 00:00:00+00:00,BUY,1352.62646484375,186.62535723672306,0.13797257564251583,2153.8188861004937,
65,2022-07-27 00:00:00+00:00,SELL,1636.232666015625,225.75523528059617,0.13797257564251583,2379.5741213810898,0.20967074690841273
66,2022-09-11 00:00:00+00:00,BUY,1761.800048828125,191.45033558214317,0.10866745957322901,2188.1237857989468,
67,2022-09-13 00:00:00+00:00,SELL,1580.7879638671875,171.7802121573846,0.10866745957322901,2359.9039979563313,-0.10274269493938265
68,2022-10-24 00:00:00+00:00,BUY,1344.99853515625,158.0198569998001,0.11748701048320678,2201.884140956531,
69,2022-10-29 00:00:00+00:00,SELL,1619.698486328125,190.29353304286658,0.11748701048320678,2392.177673999398,0.20423810434853956
70,2022-12-04 00:00:00+00:00,BUY,1280.256591796875,154.40692632899467,0.12060623418644566,2237.770747670403,
71,2022-12-16 00:00:00+00:00,SELL,1168.2593994140625,140.89936671624878,0.12060623418644566,2378.670114386652,-0.08748027004931988
72,2023-01-06 00:00:00+00:00,BUY,1269.3790283203125,192.90269315643522,0.1519661888629836,2185.7674212302168,
73,2023-01-14 00:00:00+00:00,SELL,1550.7069091796875,235.65501903153395,0.1519661888629836,2421.4224402617506,0.22162638154786446
74,2023-02-17 00:00:00+00:00,BUY,1694.7833251953125,198.3223332399443,0.11701928517445673,2223.1001070218063,
75,2023-02-24 00:00:00+00:00,SELL,1608.3731689453125,188.2106785237562,0.11701928517445673,2411.3107855455623,-0.05098596083959091
76,2023-03-01 00:00:00+00:00,BUY,1663.4337158203125,172.96737234290376,0.10398212486489486,2238.3434132026587,
77,2023-03-03 00:00:00+00:00,SELL,1569.1676025390625,163.1653815811645,0.10398212486489486,2401.5087947838233,-0.056669593975834036
78,2023-03-15 00:00:00+00:00,BUY,1656.1805419921875,175.0046886226448,0.10566763959932475,2226.5041061611787,
79,2023-04-13 00:00:00+00:00,SELL,2012.6346435546875,212.67035216025215,0.10566763959932475,2439.174458321431,0.21522659669321328
80,2023-05-29 00:00:00+00:00,BUY,1893.078125,182.2369765194432,0.09626490006557083,2256.937481801988,
81,2023-06-10 00:00:00+00:00,SELL,1752.384765625,168.6931443393194,0.09626490006557083,2425.6306261413074,-0.07431989072030504
82,2023-06-23 00:00:00+00:00,BUY,1892.862060546875,196.39320230641096,0.10375462977459125,2229.2374238348966,
